$$Code$ParentProduct.StockKeepingUnit,Code,Description,MaxBundleComponents,MinBundleComponents,Name,ParentGroup.$$Code$ParentProduct.StockKeepingUnit,ParentProduct.StockKeepingUnit,Sequence
GPUs-GEN3241;QB-QRack-750-GEN3241,GPUs-GEN3241,,,,GPUs,PCIe-GEN3241;QB-QRack-750-GEN3241,QB-QRack-750-GEN3241,1
Hard Drives-GEN3241;QB-QRack-750-GEN3241,Hard Drives-GEN3241,,,,Hard Drives,Storage-GEN3241;QB-QRack-750-GEN3241,QB-QRack-750-GEN3241,1
I/O-GEN3241;QB-QRack-750-GEN3241,I/O-GEN3241,,,,I/O,PCIe-GEN3241;QB-QRack-750-GEN3241,QB-QRack-750-GEN3241,2
Memory-GEN3241;QB-QRack-750-GEN3241,Memory-GEN3241,,,,Memory,,QB-QRack-750-GEN3241,2
Networking-GEN3241;QB-QRack-750-GEN3241,Networking-GEN3241,,,,Networking,PCIe-GEN3241;QB-QRack-750-GEN3241,QB-QRack-750-GEN3241,3
PCIe-GEN3241;QB-QRack-750-GEN3241,PCIe-GEN3241,,,,PCIe,,QB-QRack-750-GEN3241,4
Power Supply-GEN3241;QB-QRack-750-GEN3241,Power Supply-GEN3241,,,,Power Supply,,QB-QRack-750-GEN3241,5
Processor-GEN3241;QB-QRack-750-GEN3241,Processor-GEN3241,,2,1,Processor,Computing-GEN3241;QB-QRack-750-GEN3241,QB-QRack-750-GEN3241,1
Solid State Drives-GEN3241;QB-QRack-750-GEN3241,Solid State Drives-GEN3241,,4,0,Solid State Drives,Storage-GEN3241;QB-QRack-750-GEN3241,QB-QRack-750-GEN3241,2
Storage-GEN3241;QB-QRack-750-GEN3241,Storage-GEN3241,,,,Storage,,QB-QRack-750-GEN3241,3
PCG-QB-SRV-CPU-GEN3297;QB-BDL-R750-GEN3297,PCG-QB-SRV-CPU-GEN3297,,1,1,Processor,,QB-BDL-R750-GEN3297,1
PCG-QB-SRV-HDD-GEN3297;QB-BDL-R750-GEN3297,PCG-QB-SRV-HDD-GEN3297,,1,1,Hard Drive,,QB-BDL-R750-GEN3297,3
PCG-QB-SRV-NIC-GEN3297;QB-BDL-R750-GEN3297,PCG-QB-SRV-NIC-GEN3297,,1,1,Network Adapter,,QB-BDL-R750-GEN3297,4
PCG-QB-SRV-RAM-GEN3297;QB-BDL-R750-GEN3297,PCG-QB-SRV-RAM-GEN3297,,1,1,Memory Capacity,,QB-BDL-R750-GEN3297,2
PCG-QB-PS-ENGRESOURCES-GEN3299;QB-BDL-SRVC-GEN3299,PCG-QB-PS-ENGRESOURCES-GEN3299,,,,Engineering Resources,,QB-BDL-SRVC-GEN3299,1
PCG-QB-PS-PM-GEN3299;QB-BDL-SRVC-GEN3299,PCG-QB-PS-PM-GEN3299,,,,Project Management,,QB-BDL-SRVC-GEN3299,2
PCG-QB-PS-SA-GEN3299;QB-BDL-SRVC-GEN3299,PCG-QB-PS-SA-GEN3299,,,,Solution Architecture,,QB-BDL-SRVC-GEN3299,3
PCG-QBSTARTER-MAINT-GEN3300;QB-BDL-STND-GEN3300,PCG-QBSTARTER-MAINT-GEN3300,,1,1,Maintenance,,QB-BDL-STND-GEN3300,20
PCG-QBSTARTER-TRAINING-GEN3300;QB-BDL-STND-GEN3300,PCG-QBSTARTER-TRAINING-GEN3300,,1,1,Training,,QB-BDL-STND-GEN3300,10
PCG-QB-MAINT-GEN3326;QB-COMPLETE-GEN3326,PCG-QB-MAINT-GEN3326,,,,Maintenance & Support,,QB-COMPLETE-GEN3326,40
PCG-QB-SERVICES-GEN3326;QB-COMPLETE-GEN3326,PCG-QB-SERVICES-GEN3326,,,,Services,,QB-COMPLETE-GEN3326,30
PCG-QB-SOFTWARE-GEN3326;QB-COMPLETE-GEN3326,PCG-QB-SOFTWARE-GEN3326,,,,Software,,QB-COMPLETE-GEN3326,10
PCG-QB-TRAINING-GEN3326;QB-COMPLETE-GEN3326,PCG-QB-TRAINING-GEN3326,,,,Training,,QB-COMPLETE-GEN3326,20
QB-PCG-USAGE-GEN3326;QB-COMPLETE-GEN3326,QB-PCG-USAGE-GEN3326,,,,Consumption,,QB-COMPLETE-GEN3326,15
Computing-GEN3405;QB-QRack-750-GEN3405,Computing-GEN3405,,,,Computing,,QB-QRack-750-GEN3405,1
Cooling-GEN3405;QB-QRack-750-GEN3405,Cooling-GEN3405,,2,1,Cooling,Computing-GEN3405;QB-QRack-750-GEN3405,QB-QRack-750-GEN3405,2
GPUs-GEN3405;QB-QRack-750-GEN3405,GPUs-GEN3405,,,,GPUs,PCIe-GEN3405;QB-QRack-750-GEN3405,QB-QRack-750-GEN3405,1
Hard Drives-GEN3405;QB-QRack-750-GEN3405,Hard Drives-GEN3405,,,,Hard Drives,Storage-GEN3405;QB-QRack-750-GEN3405,QB-QRack-750-GEN3405,1
I/O-GEN3405;QB-QRack-750-GEN3405,I/O-GEN3405,,,,I/O,PCIe-GEN3405;QB-QRack-750-GEN3405,QB-QRack-750-GEN3405,2
Memory-GEN3405;QB-QRack-750-GEN3405,Memory-GEN3405,,,,Memory,,QB-QRack-750-GEN3405,2
Networking-GEN3405;QB-QRack-750-GEN3405,Networking-GEN3405,,,,Networking,PCIe-GEN3405;QB-QRack-750-GEN3405,QB-QRack-750-GEN3405,3
PCIe-GEN3405;QB-QRack-750-GEN3405,PCIe-GEN3405,,,,PCIe,,QB-QRack-750-GEN3405,4
Power Supply-GEN3405;QB-QRack-750-GEN3405,Power Supply-GEN3405,,,,Power Supply,,QB-QRack-750-GEN3405,5
Processor-GEN3405;QB-QRack-750-GEN3405,Processor-GEN3405,,2,1,Processor,Computing-GEN3405;QB-QRack-750-GEN3405,QB-QRack-750-GEN3405,1
Solid State Drives-GEN3405;QB-QRack-750-GEN3405,Solid State Drives-GEN3405,,4,0,Solid State Drives,Storage-GEN3405;QB-QRack-750-GEN3405,QB-QRack-750-GEN3405,2
Storage-GEN3405;QB-QRack-750-GEN3405,Storage-GEN3405,,,,Storage,,QB-QRack-750-GEN3405,3
PCG-QB-SRV-CPU-GEN3461;QB-BDL-R750-GEN3461,PCG-QB-SRV-CPU-GEN3461,,1,1,Processor,,QB-BDL-R750-GEN3461,1
PCG-QB-SRV-HDD-GEN3461;QB-BDL-R750-GEN3461,PCG-QB-SRV-HDD-GEN3461,,1,1,Hard Drive,,QB-BDL-R750-GEN3461,3
PCG-QB-SRV-NIC-GEN3461;QB-BDL-R750-GEN3461,PCG-QB-SRV-NIC-GEN3461,,1,1,Network Adapter,,QB-BDL-R750-GEN3461,4
PCG-QB-SRV-RAM-GEN3461;QB-BDL-R750-GEN3461,PCG-QB-SRV-RAM-GEN3461,,1,1,Memory Capacity,,QB-BDL-R750-GEN3461,2
PCG-QB-PS-ENGRESOURCES-GEN3463;QB-BDL-SRVC-GEN3463,PCG-QB-PS-ENGRESOURCES-GEN3463,,,,Engineering Resources,,QB-BDL-SRVC-GEN3463,1
PCG-QB-PS-PM-GEN3463;QB-BDL-SRVC-GEN3463,PCG-QB-PS-PM-GEN3463,,,,Project Management,,QB-BDL-SRVC-GEN3463,2
PCG-QB-PS-SA-GEN3463;QB-BDL-SRVC-GEN3463,PCG-QB-PS-SA-GEN3463,,,,Solution Architecture,,QB-BDL-SRVC-GEN3463,3
PCG-QBSTARTER-MAINT-GEN3464;QB-BDL-STND-GEN3464,PCG-QBSTARTER-MAINT-GEN3464,,1,1,Maintenance,,QB-BDL-STND-GEN3464,20
PCG-QBSTARTER-TRAINING-GEN3464;QB-BDL-STND-GEN3464,PCG-QBSTARTER-TRAINING-GEN3464,,1,1,Training,,QB-BDL-STND-GEN3464,10
PCG-QB-MAINT-GEN3490;QB-COMPLETE-GEN3490,PCG-QB-MAINT-GEN3490,,,,Maintenance & Support,,QB-COMPLETE-GEN3490,40
PCG-QB-SERVICES-GEN3490;QB-COMPLETE-GEN3490,PCG-QB-SERVICES-GEN3490,,,,Services,,QB-COMPLETE-GEN3490,30
PCG-QB-SOFTWARE-GEN3490;QB-COMPLETE-GEN3490,PCG-QB-SOFTWARE-GEN3490,,,,Software,,QB-COMPLETE-GEN3490,10
PCG-QB-TRAINING-GEN3490;QB-COMPLETE-GEN3490,PCG-QB-TRAINING-GEN3490,,,,Training,,QB-COMPLETE-GEN3490,20
QB-PCG-USAGE-GEN3490;QB-COMPLETE-GEN3490,QB-PCG-USAGE-GEN3490,,,,Consumption,,QB-COMPLETE-GEN3490,15
Computing-GEN3569;QB-QRack-750-GEN3569,Computing-GEN3569,,,,Computing,,QB-QRack-750-GEN3569,1
Cooling-GEN3569;QB-QRack-750-GEN3569,Cooling-GEN3569,,2,1,Cooling,Computing-GEN3569;QB-QRack-750-GEN3569,QB-QRack-750-GEN3569,2
GPUs-GEN3569;QB-QRack-750-GEN3569,GPUs-GEN3569,,,,GPUs,PCIe-GEN3569;QB-QRack-750-GEN3569,QB-QRack-750-GEN3569,1
Hard Drives-GEN3569;QB-QRack-750-GEN3569,Hard Drives-GEN3569,,,,Hard Drives,Storage-GEN3569;QB-QRack-750-GEN3569,QB-QRack-750-GEN3569,1
I/O-GEN3569;QB-QRack-750-GEN3569,I/O-GEN3569,,,,I/O,PCIe-GEN3569;QB-QRack-750-GEN3569,QB-QRack-750-GEN3569,2
Memory-GEN3569;QB-QRack-750-GEN3569,Memory-GEN3569,,,,Memory,,QB-QRack-750-GEN3569,2
Networking-GEN3569;QB-QRack-750-GEN3569,Networking-GEN3569,,,,Networking,PCIe-GEN3569;QB-QRack-750-GEN3569,QB-QRack-750-GEN3569,3
PCIe-GEN3569;QB-QRack-750-GEN3569,PCIe-GEN3569,,,,PCIe,,QB-QRack-750-GEN3569,4
Power Supply-GEN3569;QB-QRack-750-GEN3569,Power Supply-GEN3569,,,,Power Supply,,QB-QRack-750-GEN3569,5
Processor-GEN3569;QB-QRack-750-GEN3569,Processor-GEN3569,,2,1,Processor,Computing-GEN3569;QB-QRack-750-GEN3569,QB-QRack-750-GEN3569,1
Solid State Drives-GEN3569;QB-QRack-750-GEN3569,Solid State Drives-GEN3569,,4,0,Solid State Drives,Storage-GEN3569;QB-QRack-750-GEN3569,QB-QRack-750-GEN3569,2
Storage-GEN3569;QB-QRack-750-GEN3569,Storage-GEN3569,,,,Storage,,QB-QRack-750-GEN3569,3
PCG-QB-SRV-CPU-GEN3625;QB-BDL-R750-GEN3625,PCG-QB-SRV-CPU-GEN3625,,1,1,Processor,,QB-BDL-R750-GEN3625,1
PCG-QB-SRV-HDD-GEN3625;QB-BDL-R750-GEN3625,PCG-QB-SRV-HDD-GEN3625,,1,1,Hard Drive,,QB-BDL-R750-GEN3625,3
PCG-QB-SRV-NIC-GEN3625;QB-BDL-R750-GEN3625,PCG-QB-SRV-NIC-GEN3625,,1,1,Network Adapter,,QB-BDL-R750-GEN3625,4
PCG-QB-SRV-RAM-GEN3625;QB-BDL-R750-GEN3625,PCG-QB-SRV-RAM-GEN3625,,1,1,Memory Capacity,,QB-BDL-R750-GEN3625,2
PCG-QB-PS-ENGRESOURCES-GEN3627;QB-BDL-SRVC-GEN3627,PCG-QB-PS-ENGRESOURCES-GEN3627,,,,Engineering Resources,,QB-BDL-SRVC-GEN3627,1
PCG-QB-PS-PM-GEN3627;QB-BDL-SRVC-GEN3627,PCG-QB-PS-PM-GEN3627,,,,Project Management,,QB-BDL-SRVC-GEN3627,2
PCG-QB-PS-SA-GEN3627;QB-BDL-SRVC-GEN3627,PCG-QB-PS-SA-GEN3627,,,,Solution Architecture,,QB-BDL-SRVC-GEN3627,3
PCG-QBSTARTER-MAINT-GEN3628;QB-BDL-STND-GEN3628,PCG-QBSTARTER-MAINT-GEN3628,,1,1,Maintenance,,QB-BDL-STND-GEN3628,20
PCG-QBSTARTER-TRAINING-GEN3628;QB-BDL-STND-GEN3628,PCG-QBSTARTER-TRAINING-GEN3628,,1,1,Training,,QB-BDL-STND-GEN3628,10
PCG-QB-MAINT-GEN3654;QB-COMPLETE-GEN3654,PCG-QB-MAINT-GEN3654,,,,Maintenance & Support,,QB-COMPLETE-GEN3654,40
PCG-QB-SERVICES-GEN3654;QB-COMPLETE-GEN3654,PCG-QB-SERVICES-GEN3654,,,,Services,,QB-COMPLETE-GEN3654,30
PCG-QB-SOFTWARE-GEN3654;QB-COMPLETE-GEN3654,PCG-QB-SOFTWARE-GEN3654,,,,Software,,QB-COMPLETE-GEN3654,10
PCG-QB-TRAINING-GEN3654;QB-COMPLETE-GEN3654,PCG-QB-TRAINING-GEN3654,,,,Training,,QB-COMPLETE-GEN3654,20
QB-PCG-USAGE-GEN3654;QB-COMPLETE-GEN3654,QB-PCG-USAGE-GEN3654,,,,Consumption,,QB-COMPLETE-GEN3654,15
Computing-GEN3733;QB-QRack-750-GEN3733,Computing-GEN3733,,,,Computing,,QB-QRack-750-GEN3733,1
Cooling-GEN3733;QB-QRack-750-GEN3733,Cooling-GEN3733,,2,1,Cooling,Computing-GEN3733;QB-QRack-750-GEN3733,QB-QRack-750-GEN3733,2
GPUs-GEN3733;QB-QRack-750-GEN3733,GPUs-GEN3733,,,,GPUs,PCIe-GEN3733;QB-QRack-750-GEN3733,QB-QRack-750-GEN3733,1
Hard Drives-GEN3733;QB-QRack-750-GEN3733,Hard Drives-GEN3733,,,,Hard Drives,Storage-GEN3733;QB-QRack-750-GEN3733,QB-QRack-750-GEN3733,1
I/O-GEN3733;QB-QRack-750-GEN3733,I/O-GEN3733,,,,I/O,PCIe-GEN3733;QB-QRack-750-GEN3733,QB-QRack-750-GEN3733,2
Memory-GEN3733;QB-QRack-750-GEN3733,Memory-GEN3733,,,,Memory,,QB-QRack-750-GEN3733,2
Networking-GEN3733;QB-QRack-750-GEN3733,Networking-GEN3733,,,,Networking,PCIe-GEN3733;QB-QRack-750-GEN3733,QB-QRack-750-GEN3733,3
PCIe-GEN3733;QB-QRack-750-GEN3733,PCIe-GEN3733,,,,PCIe,,QB-QRack-750-GEN3733,4
Power Supply-GEN3733;QB-QRack-750-GEN3733,Power Supply-GEN3733,,,,Power Supply,,QB-QRack-750-GEN3733,5
Processor-GEN3733;QB-QRack-750-GEN3733,Processor-GEN3733,,2,1,Processor,Computing-GEN3733;QB-QRack-750-GEN3733,QB-QRack-750-GEN3733,1
Solid State Drives-GEN3733;QB-QRack-750-GEN3733,Solid State Drives-GEN3733,,4,0,Solid State Drives,Storage-GEN3733;QB-QRack-750-GEN3733,QB-QRack-750-GEN3733,2
Storage-GEN3733;QB-QRack-750-GEN3733,Storage-GEN3733,,,,Storage,,QB-QRack-750-GEN3733,3
PCG-QB-SRV-CPU-GEN3789;QB-BDL-R750-GEN3789,PCG-QB-SRV-CPU-GEN3789,,1,1,Processor,,QB-BDL-R750-GEN3789,1
PCG-QB-SRV-HDD-GEN3789;QB-BDL-R750-GEN3789,PCG-QB-SRV-HDD-GEN3789,,1,1,Hard Drive,,QB-BDL-R750-GEN3789,3
PCG-QB-SRV-NIC-GEN3789;QB-BDL-R750-GEN3789,PCG-QB-SRV-NIC-GEN3789,,1,1,Network Adapter,,QB-BDL-R750-GEN3789,4
PCG-QB-SRV-RAM-GEN3789;QB-BDL-R750-GEN3789,PCG-QB-SRV-RAM-GEN3789,,1,1,Memory Capacity,,QB-BDL-R750-GEN3789,2
PCG-QB-PS-ENGRESOURCES-GEN3791;QB-BDL-SRVC-GEN3791,PCG-QB-PS-ENGRESOURCES-GEN3791,,,,Engineering Resources,,QB-BDL-SRVC-GEN3791,1
PCG-QB-PS-PM-GEN3791;QB-BDL-SRVC-GEN3791,PCG-QB-PS-PM-GEN3791,,,,Project Management,,QB-BDL-SRVC-GEN3791,2
PCG-QB-PS-SA-GEN3791;QB-BDL-SRVC-GEN3791,PCG-QB-PS-SA-GEN3791,,,,Solution Architecture,,QB-BDL-SRVC-GEN3791,3
PCG-QBSTARTER-MAINT-GEN3792;QB-BDL-STND-GEN3792,PCG-QBSTARTER-MAINT-GEN3792,,1,1,Maintenance,,QB-BDL-STND-GEN3792,20
PCG-QBSTARTER-TRAINING-GEN3792;QB-BDL-STND-GEN3792,PCG-QBSTARTER-TRAINING-GEN3792,,1,1,Training,,QB-BDL-STND-GEN3792,10
PCG-QB-MAINT-GEN3818;QB-COMPLETE-GEN3818,PCG-QB-MAINT-GEN3818,,,,Maintenance & Support,,QB-COMPLETE-GEN3818,40
PCG-QB-SERVICES-GEN3818;QB-COMPLETE-GEN3818,PCG-QB-SERVICES-GEN3818,,,,Services,,QB-COMPLETE-GEN3818,30
PCG-QB-SOFTWARE-GEN3818;QB-COMPLETE-GEN3818,PCG-QB-SOFTWARE-GEN3818,,,,Software,,QB-COMPLETE-GEN3818,10
PCG-QB-TRAINING-GEN3818;QB-COMPLETE-GEN3818,PCG-QB-TRAINING-GEN3818,,,,Training,,QB-COMPLETE-GEN3818,20
QB-PCG-USAGE-GEN3818;QB-COMPLETE-GEN3818,QB-PCG-USAGE-GEN3818,,,,Consumption,,QB-COMPLETE-GEN3818,15
Computing-GEN3897;QB-QRack-750-GEN3897,Computing-GEN3897,,,,Computing,,QB-QRack-750-GEN3897,1
Cooling-GEN3897;QB-QRack-750-GEN3897,Cooling-GEN3897,,2,1,Cooling,Computing-GEN3897;QB-QRack-750-GEN3897,QB-QRack-750-GEN3897,2
GPUs-GEN3897;QB-QRack-750-GEN3897,GPUs-GEN3897,,,,GPUs,PCIe-GEN3897;QB-QRack-750-GEN3897,QB-QRack-750-GEN3897,1
Hard Drives-GEN3897;QB-QRack-750-GEN3897,Hard Drives-GEN3897,,,,Hard Drives,Storage-GEN3897;QB-QRack-750-GEN3897,QB-QRack-750-GEN3897,1
I/O-GEN3897;QB-QRack-750-GEN3897,I/O-GEN3897,,,,I/O,PCIe-GEN3897;QB-QRack-750-GEN3897,QB-QRack-750-GEN3897,2
Memory-GEN3897;QB-QRack-750-GEN3897,Memory-GEN3897,,,,Memory,,QB-QRack-750-GEN3897,2
Networking-GEN3897;QB-QRack-750-GEN3897,Networking-GEN3897,,,,Networking,PCIe-GEN3897;QB-QRack-750-GEN3897,QB-QRack-750-GEN3897,3
PCIe-GEN3897;QB-QRack-750-GEN3897,PCIe-GEN3897,,,,PCIe,,QB-QRack-750-GEN3897,4
Power Supply-GEN3897;QB-QRack-750-GEN3897,Power Supply-GEN3897,,,,Power Supply,,QB-QRack-750-GEN3897,5
Processor-GEN3897;QB-QRack-750-GEN3897,Processor-GEN3897,,2,1,Processor,Computing-GEN3897;QB-QRack-750-GEN3897,QB-QRack-750-GEN3897,1
Solid State Drives-GEN3897;QB-QRack-750-GEN3897,Solid State Drives-GEN3897,,4,0,Solid State Drives,Storage-GEN3897;QB-QRack-750-GEN3897,QB-QRack-750-GEN3897,2
Storage-GEN3897;QB-QRack-750-GEN3897,Storage-GEN3897,,,,Storage,,QB-QRack-750-GEN3897,3
PCG-QB-SRV-CPU-GEN3953;QB-BDL-R750-GEN3953,PCG-QB-SRV-CPU-GEN3953,,1,1,Processor,,QB-BDL-R750-GEN3953,1
PCG-QB-SRV-HDD-GEN3953;QB-BDL-R750-GEN3953,PCG-QB-SRV-HDD-GEN3953,,1,1,Hard Drive,,QB-BDL-R750-GEN3953,3
PCG-QB-SRV-NIC-GEN3953;QB-BDL-R750-GEN3953,PCG-QB-SRV-NIC-GEN3953,,1,1,Network Adapter,,QB-BDL-R750-GEN3953,4
PCG-QB-SRV-RAM-GEN3953;QB-BDL-R750-GEN3953,PCG-QB-SRV-RAM-GEN3953,,1,1,Memory Capacity,,QB-BDL-R750-GEN3953,2
PCG-QB-PS-ENGRESOURCES-GEN3955;QB-BDL-SRVC-GEN3955,PCG-QB-PS-ENGRESOURCES-GEN3955,,,,Engineering Resources,,QB-BDL-SRVC-GEN3955,1
PCG-QB-PS-PM-GEN3955;QB-BDL-SRVC-GEN3955,PCG-QB-PS-PM-GEN3955,,,,Project Management,,QB-BDL-SRVC-GEN3955,2
PCG-QB-PS-SA-GEN3955;QB-BDL-SRVC-GEN3955,PCG-QB-PS-SA-GEN3955,,,,Solution Architecture,,QB-BDL-SRVC-GEN3955,3
PCG-QBSTARTER-MAINT-GEN3956;QB-BDL-STND-GEN3956,PCG-QBSTARTER-MAINT-GEN3956,,1,1,Maintenance,,QB-BDL-STND-GEN3956,20
PCG-QBSTARTER-TRAINING-GEN3956;QB-BDL-STND-GEN3956,PCG-QBSTARTER-TRAINING-GEN3956,,1,1,Training,,QB-BDL-STND-GEN3956,10
PCG-QB-MAINT-GEN3982;QB-COMPLETE-GEN3982,PCG-QB-MAINT-GEN3982,,,,Maintenance & Support,,QB-COMPLETE-GEN3982,40
PCG-QB-SERVICES-GEN3982;QB-COMPLETE-GEN3982,PCG-QB-SERVICES-GEN3982,,,,Services,,QB-COMPLETE-GEN3982,30
PCG-QB-SOFTWARE-GEN3982;QB-COMPLETE-GEN3982,PCG-QB-SOFTWARE-GEN3982,,,,Software,,QB-COMPLETE-GEN3982,10
PCG-QB-TRAINING-GEN3982;QB-COMPLETE-GEN3982,PCG-QB-TRAINING-GEN3982,,,,Training,,QB-COMPLETE-GEN3982,20
QB-PCG-USAGE-GEN3982;QB-COMPLETE-GEN3982,QB-PCG-USAGE-GEN3982,,,,Consumption,,QB-COMPLETE-GEN3982,15
Computing-GEN4061;QB-QRack-750-GEN4061,Computing-GEN4061,,,,Computing,,QB-QRack-750-GEN4061,1
Cooling-GEN4061;QB-QRack-750-GEN4061,Cooling-GEN4061,,2,1,Cooling,Computing-GEN4061;QB-QRack-750-GEN4061,QB-QRack-750-GEN4061,2
GPUs-GEN4061;QB-QRack-750-GEN4061,GPUs-GEN4061,,,,GPUs,PCIe-GEN4061;QB-QRack-750-GEN4061,QB-QRack-750-GEN4061,1
Hard Drives-GEN4061;QB-QRack-750-GEN4061,Hard Drives-GEN4061,,,,Hard Drives,Storage-GEN4061;QB-QRack-750-GEN4061,QB-QRack-750-GEN4061,1
I/O-GEN4061;QB-QRack-750-GEN4061,I/O-GEN4061,,,,I/O,PCIe-GEN4061;QB-QRack-750-GEN4061,QB-QRack-750-GEN4061,2
Memory-GEN4061;QB-QRack-750-GEN4061,Memory-GEN4061,,,,Memory,,QB-QRack-750-GEN4061,2
Networking-GEN4061;QB-QRack-750-GEN4061,Networking-GEN4061,,,,Networking,PCIe-GEN4061;QB-QRack-750-GEN4061,QB-QRack-750-GEN4061,3
PCIe-GEN4061;QB-QRack-750-GEN4061,PCIe-GEN4061,,,,PCIe,,QB-QRack-750-GEN4061,4
Power Supply-GEN4061;QB-QRack-750-GEN4061,Power Supply-GEN4061,,,,Power Supply,,QB-QRack-750-GEN4061,5
Processor-GEN4061;QB-QRack-750-GEN4061,Processor-GEN4061,,2,1,Processor,Computing-GEN4061;QB-QRack-750-GEN4061,QB-QRack-750-GEN4061,1
Solid State Drives-GEN4061;QB-QRack-750-GEN4061,Solid State Drives-GEN4061,,4,0,Solid State Drives,Storage-GEN4061;QB-QRack-750-GEN4061,QB-QRack-750-GEN4061,2
Storage-GEN4061;QB-QRack-750-GEN4061,Storage-GEN4061,,,,Storage,,QB-QRack-750-GEN4061,3
PCG-QB-SRV-CPU-GEN4117;QB-BDL-R750-GEN4117,PCG-QB-SRV-CPU-GEN4117,,1,1,Processor,,QB-BDL-R750-GEN4117,1
PCG-QB-SRV-HDD-GEN4117;QB-BDL-R750-GEN4117,PCG-QB-SRV-HDD-GEN4117,,1,1,Hard Drive,,QB-BDL-R750-GEN4117,3
PCG-QB-SRV-NIC-GEN4117;QB-BDL-R750-GEN4117,PCG-QB-SRV-NIC-GEN4117,,1,1,Network Adapter,,QB-BDL-R750-GEN4117,4
PCG-QB-SRV-RAM-GEN4117;QB-BDL-R750-GEN4117,PCG-QB-SRV-RAM-GEN4117,,1,1,Memory Capacity,,QB-BDL-R750-GEN4117,2
PCG-QB-PS-ENGRESOURCES-GEN4119;QB-BDL-SRVC-GEN4119,PCG-QB-PS-ENGRESOURCES-GEN4119,,,,Engineering Resources,,QB-BDL-SRVC-GEN4119,1
PCG-QB-PS-PM-GEN4119;QB-BDL-SRVC-GEN4119,PCG-QB-PS-PM-GEN4119,,,,Project Management,,QB-BDL-SRVC-GEN4119,2
PCG-QB-PS-SA-GEN4119;QB-BDL-SRVC-GEN4119,PCG-QB-PS-SA-GEN4119,,,,Solution Architecture,,QB-BDL-SRVC-GEN4119,3
PCG-QBSTARTER-MAINT-GEN4120;QB-BDL-STND-GEN4120,PCG-QBSTARTER-MAINT-GEN4120,,1,1,Maintenance,,QB-BDL-STND-GEN4120,20
PCG-QBSTARTER-TRAINING-GEN4120;QB-BDL-STND-GEN4120,PCG-QBSTARTER-TRAINING-GEN4120,,1,1,Training,,QB-BDL-STND-GEN4120,10
PCG-QB-MAINT-GEN4146;QB-COMPLETE-GEN4146,PCG-QB-MAINT-GEN4146,,,,Maintenance & Support,,QB-COMPLETE-GEN4146,40
PCG-QB-SERVICES-GEN4146;QB-COMPLETE-GEN4146,PCG-QB-SERVICES-GEN4146,,,,Services,,QB-COMPLETE-GEN4146,30
PCG-QB-SOFTWARE-GEN4146;QB-COMPLETE-GEN4146,PCG-QB-SOFTWARE-GEN4146,,,,Software,,QB-COMPLETE-GEN4146,10
PCG-QB-TRAINING-GEN4146;QB-COMPLETE-GEN4146,PCG-QB-TRAINING-GEN4146,,,,Training,,QB-COMPLETE-GEN4146,20
QB-PCG-USAGE-GEN4146;QB-COMPLETE-GEN4146,QB-PCG-USAGE-GEN4146,,,,Consumption,,QB-COMPLETE-GEN4146,15
Computing-GEN4225;QB-QRack-750-GEN4225,Computing-GEN4225,,,,Computing,,QB-QRack-750-GEN4225,1
Cooling-GEN4225;QB-QRack-750-GEN4225,Cooling-GEN4225,,2,1,Cooling,Computing-GEN4225;QB-QRack-750-GEN4225,QB-QRack-750-GEN4225,2
GPUs-GEN4225;QB-QRack-750-GEN4225,GPUs-GEN4225,,,,GPUs,PCIe-GEN4225;QB-QRack-750-GEN4225,QB-QRack-750-GEN4225,1
Hard Drives-GEN4225;QB-QRack-750-GEN4225,Hard Drives-GEN4225,,,,Hard Drives,Storage-GEN4225;QB-QRack-750-GEN4225,QB-QRack-750-GEN4225,1
I/O-GEN4225;QB-QRack-750-GEN4225,I/O-GEN4225,,,,I/O,PCIe-GEN4225;QB-QRack-750-GEN4225,QB-QRack-750-GEN4225,2
Memory-GEN4225;QB-QRack-750-GEN4225,Memory-GEN4225,,,,Memory,,QB-QRack-750-GEN4225,2
Networking-GEN4225;QB-QRack-750-GEN4225,Networking-GEN4225,,,,Networking,PCIe-GEN4225;QB-QRack-750-GEN4225,QB-QRack-750-GEN4225,3
PCIe-GEN4225;QB-QRack-750-GEN4225,PCIe-GEN4225,,,,PCIe,,QB-QRack-750-GEN4225,4
Power Supply-GEN4225;QB-QRack-750-GEN4225,Power Supply-GEN4225,,,,Power Supply,,QB-QRack-750-GEN4225,5
Processor-GEN4225;QB-QRack-750-GEN4225,Processor-GEN4225,,2,1,Processor,Computing-GEN4225;QB-QRack-750-GEN4225,QB-QRack-750-GEN4225,1
Solid State Drives-GEN4225;QB-QRack-750-GEN4225,Solid State Drives-GEN4225,,4,0,Solid State Drives,Storage-GEN4225;QB-QRack-750-GEN4225,QB-QRack-750-GEN4225,2
Storage-GEN4225;QB-QRack-750-GEN4225,Storage-GEN4225,,,,Storage,,QB-QRack-750-GEN4225,3
PCG-QB-SRV-CPU-GEN4281;QB-BDL-R750-GEN4281,PCG-QB-SRV-CPU-GEN4281,,1,1,Processor,,QB-BDL-R750-GEN4281,1
PCG-QB-SRV-HDD-GEN4281;QB-BDL-R750-GEN4281,PCG-QB-SRV-HDD-GEN4281,,1,1,Hard Drive,,QB-BDL-R750-GEN4281,3
