$$ChildProductClassification.Code$ChildProduct.StockKeepingUnit$ParentProduct.StockKeepingUnit$ProductComponentGroup.Code$ProductRelationshipType.Name,ChildProduct.StockKeepingUnit,ChildProductClassification.Code,ChildProductRole,ChildSellingModel.$$Name$SellingModelType,DoesBundlePriceIncludeChild,IsComponentRequired,IsDefaultComponent,IsQuantityEditable,MaxQuantity,MinQuantity,ParentProduct.StockKeepingUnit,ParentProductRole,ParentSellingModel.$$Name$SellingModelType,ProductComponentGroup.$$Code$ParentProduct.StockKeepingUnit,ProductRelationshipType.Name,Quantity,QuantityScaleMethod,QuoteVisibility,Sequence,UnitOfMeasure.UnitCode
QB-SSD 30TB;QB-QRack-750-GEN4389;Solid State Drives;Bundle to Bundle Component Relationship,QB-SSD 30TB,,BundleComponent,,false,false,false,true,,,QB-QRack-750-GEN4389,Bundle,,Solid State Drives-GEN4389;QB-QRack-750-GEN4389,Bundle to Bundle Component Relationship,1,,Always,5,
QB-SSD 4TB;QB-QRack-750-GEN4389;Solid State Drives;Bundle to Bundle Component Relationship,QB-SSD 4TB,,BundleComponent,,false,false,false,true,,,QB-QRack-750-GEN4389,Bundle,,Solid State Drives-GEN4389;QB-QRack-750-GEN4389,Bundle to Bundle Component Relationship,1,,Always,2,
QB-SSD 8TB;QB-QRack-750-GEN4389;Solid State Drives;Bundle to Bundle Component Relationship,QB-SSD 8TB,,BundleComponent,,false,false,false,true,,,QB-QRack-750-GEN4389,Bundle,,Solid State Drives-GEN4389;QB-QRack-750-GEN4389,Bundle to Bundle Component Relationship,1,,Always,3,
QB-VegaX200;QB-QRack-750-GEN4389;GPUs;Bundle to Bundle Component Relationship,QB-VegaX200,,BundleComponent,,false,false,false,true,,,QB-QRack-750-GEN4389,Bundle,,GPUs-GEN4389;QB-QRack-750-GEN4389,Bundle to Bundle Component Relationship,1,,Always,2,
QB-BET X710SFP;QB-BDL-R750-GEN4445;PCG-QB-SRV-NIC;Bundle to Bundle Component Relationship,QB-BET X710SFP,,BundleComponent,,true,false,false,false,,,QB-BDL-R750-GEN4445,Bundle,,PCG-QB-SRV-NIC-GEN4445;QB-BDL-R750-GEN4445,Bundle to Bundle Component Relationship,1,Proportional,Always,2,
QB-HD 1TB;QB-BDL-R750-GEN4445;PCG-QB-SRV-HDD;Bundle to Bundle Component Relationship,QB-HD 1TB,,BundleComponent,,true,false,true,false,,,QB-BDL-R750-GEN4445,Bundle,,PCG-QB-SRV-HDD-GEN4445;QB-BDL-R750-GEN4445,Bundle to Bundle Component Relationship,1,Proportional,Always,1,
QB-HD 4TB;QB-BDL-R750-GEN4445;PCG-QB-SRV-HDD;Bundle to Bundle Component Relationship,QB-HD 4TB,,BundleComponent,,true,false,false,false,,,QB-BDL-R750-GEN4445,Bundle,,PCG-QB-SRV-HDD-GEN4445;QB-BDL-R750-GEN4445,Bundle to Bundle Component Relationship,1,Proportional,Always,2,
QB-HD 8TB;QB-BDL-R750-GEN4445;PCG-QB-SRV-HDD;Bundle to Bundle Component Relationship,QB-HD 8TB,,BundleComponent,,true,false,false,false,,,QB-BDL-R750-GEN4445,Bundle,,PCG-QB-SRV-HDD-GEN4445;QB-BDL-R750-GEN4445,Bundle to Bundle Component Relationship,1,Proportional,Always,3,
QB-HD 8TBSE;QB-BDL-R750-GEN4445;PCG-QB-SRV-HDD;Bundle to Bundle Component Relationship,QB-HD 8TBSE,,BundleComponent,,true,false,false,false,,,QB-BDL-R750-GEN4445,Bundle,,PCG-QB-SRV-HDD-GEN4445;QB-BDL-R750-GEN4445,Bundle to Bundle Component Relationship,1,Proportional,Always,4,
QB-INTEL E5-2609;QB-BDL-R750-GEN4445;PCG-QB-SRV-CPU;Bundle to Bundle Component Relationship,QB-INTEL E5-2609,,BundleComponent,,true,false,false,false,,,QB-BDL-R750-GEN4445,Bundle,,PCG-QB-SRV-CPU-GEN4445;QB-BDL-R750-GEN4445,Bundle to Bundle Component Relationship,1,Proportional,Always,2,
QB-INTEL E5-2660;QB-BDL-R750-GEN4445;PCG-QB-SRV-CPU;Bundle to Bundle Component Relationship,QB-INTEL E5-2660,,BundleComponent,,true,false,false,false,,,QB-BDL-R750-GEN4445,Bundle,,PCG-QB-SRV-CPU-GEN4445;QB-BDL-R750-GEN4445,Bundle to Bundle Component Relationship,1,Proportional,Always,3,
QB-INTEL E5-2667;QB-BDL-R750-GEN4445;PCG-QB-SRV-CPU;Bundle to Bundle Component Relationship,QB-INTEL E5-2667,,BundleComponent,,true,false,true,false,,,QB-BDL-R750-GEN4445,Bundle,,PCG-QB-SRV-CPU-GEN4445;QB-BDL-R750-GEN4445,Bundle to Bundle Component Relationship,1,Proportional,Always,1,
QB-INTEL E5-2683;QB-BDL-R750-GEN4445;PCG-QB-SRV-CPU;Bundle to Bundle Component Relationship,QB-INTEL E5-2683,,BundleComponent,,true,false,false,false,,,QB-BDL-R750-GEN4445,Bundle,,PCG-QB-SRV-CPU-GEN4445;QB-BDL-R750-GEN4445,Bundle to Bundle Component Relationship,1,Proportional,Always,4,
QB-MEM 16GB;QB-BDL-R750-GEN4445;PCG-QB-SRV-RAM;Bundle to Bundle Component Relationship,QB-MEM 16GB,,BundleComponent,,true,false,false,false,,,QB-BDL-R750-GEN4445,Bundle,,PCG-QB-SRV-RAM-GEN4445;QB-BDL-R750-GEN4445,Bundle to Bundle Component Relationship,1,Proportional,Always,2,
QB-MEM 32GB;QB-BDL-R750-GEN4445;PCG-QB-SRV-RAM;Bundle to Bundle Component Relationship,QB-MEM 32GB,,BundleComponent,,true,false,false,false,,,QB-BDL-R750-GEN4445,Bundle,,PCG-QB-SRV-RAM-GEN4445;QB-BDL-R750-GEN4445,Bundle to Bundle Component Relationship,1,Proportional,Always,3,
QB-MEM 8GB;QB-BDL-R750-GEN4445;PCG-QB-SRV-RAM;Bundle to Bundle Component Relationship,QB-MEM 8GB,,BundleComponent,,true,false,true,false,,,QB-BDL-R750-GEN4445,Bundle,,PCG-QB-SRV-RAM-GEN4445;QB-BDL-R750-GEN4445,Bundle to Bundle Component Relationship,1,Proportional,Always,1,
QB-NET X710;QB-BDL-R750-GEN4445;PCG-QB-SRV-NIC;Bundle to Bundle Component Relationship,QB-NET X710,,BundleComponent,,true,false,true,false,,,QB-BDL-R750-GEN4445,Bundle,,PCG-QB-SRV-NIC-GEN4445;QB-BDL-R750-GEN4445,Bundle to Bundle Component Relationship,1,Proportional,Always,1,
QB-SRV-DNE;QB-BDL-SRVC-GEN4447;PCG-QB-PS-ENGRESOURCES;Bundle to Bundle Component Relationship,QB-SRV-DNE,,BundleComponent,,false,false,false,true,,,QB-BDL-SRVC-GEN4447,Bundle,,PCG-QB-PS-ENGRESOURCES-GEN4447;QB-BDL-SRVC-GEN4447,Bundle to Bundle Component Relationship,8,,Always,2,
QB-SRV-IMP;QB-BDL-SRVC-GEN4447;PCG-QB-PS-ENGRESOURCES;Bundle to Bundle Component Relationship,QB-SRV-IMP,,BundleComponent,,false,false,false,true,,,QB-BDL-SRVC-GEN4447,Bundle,,PCG-QB-PS-ENGRESOURCES-GEN4447;QB-BDL-SRVC-GEN4447,Bundle to Bundle Component Relationship,8,,Always,1,
QB-SRV-ISE;QB-BDL-SRVC-GEN4447;PCG-QB-PS-ENGRESOURCES;Bundle to Bundle Component Relationship,QB-SRV-ISE,,BundleComponent,,false,false,false,true,,,QB-BDL-SRVC-GEN4447,Bundle,,PCG-QB-PS-ENGRESOURCES-GEN4447;QB-BDL-SRVC-GEN4447,Bundle to Bundle Component Relationship,8,,Always,5,
QB-SRV-MEE;QB-BDL-SRVC-GEN4447;PCG-QB-PS-ENGRESOURCES;Bundle to Bundle Component Relationship,QB-SRV-MEE,,BundleComponent,,false,false,false,true,,,QB-BDL-SRVC-GEN4447,Bundle,,PCG-QB-PS-ENGRESOURCES-GEN4447;QB-BDL-SRVC-GEN4447,Bundle to Bundle Component Relationship,8,,Always,3,
QB-SRV-PD;QB-BDL-SRVC-GEN4447;PCG-QB-PS-PM;Bundle to Bundle Component Relationship,QB-SRV-PD,,BundleComponent,,false,false,false,true,,,QB-BDL-SRVC-GEN4447,Bundle,,PCG-QB-PS-PM-GEN4447;QB-BDL-SRVC-GEN4447,Bundle to Bundle Component Relationship,8,,Always,1,
QB-SRV-PMN;QB-BDL-SRVC-GEN4447;PCG-QB-PS-PM;Bundle to Bundle Component Relationship,QB-SRV-PMN,,BundleComponent,,false,true,true,true,,,QB-BDL-SRVC-GEN4447,Bundle,,PCG-QB-PS-PM-GEN4447;QB-BDL-SRVC-GEN4447,Bundle to Bundle Component Relationship,8,,Always,2,
QB-SRV-QAE;QB-BDL-SRVC-GEN4447;PCG-QB-PS-ENGRESOURCES;Bundle to Bundle Component Relationship,QB-SRV-QAE,,BundleComponent,,false,false,false,true,,,QB-BDL-SRVC-GEN4447,Bundle,,PCG-QB-PS-ENGRESOURCES-GEN4447;QB-BDL-SRVC-GEN4447,Bundle to Bundle Component Relationship,8,,Always,4,
QB-SRV-SAT;QB-BDL-SRVC-GEN4447;PCG-QB-PS-SA;Bundle to Bundle Component Relationship,QB-SRV-SAT,,BundleComponent,,false,false,true,true,,,QB-BDL-SRVC-GEN4447,Bundle,,PCG-QB-PS-SA-GEN4447;QB-BDL-SRVC-GEN4447,Bundle to Bundle Component Relationship,8,,Always,1,
QB-SUPP-1000;QB-BDL-STND-GEN4448;PCG-QBSTARTER-MAINT;Bundle to Bundle Component Relationship,QB-SUPP-1000,,BundleComponent,,false,false,true,false,,,QB-BDL-STND-GEN4448,Bundle,,PCG-QBSTARTER-MAINT-GEN4448;QB-BDL-STND-GEN4448,Bundle to Bundle Component Relationship,1,Proportional,Always,20,
QB-SUPP-1005;QB-BDL-STND-GEN4448;PCG-QBSTARTER-MAINT;Bundle to Bundle Component Relationship,QB-SUPP-1005,,BundleComponent,,false,false,false,false,,,QB-BDL-STND-GEN4448,Bundle,,PCG-QBSTARTER-MAINT-GEN4448;QB-BDL-STND-GEN4448,Bundle to Bundle Component Relationship,1,Proportional,Always,10,
QB-TRN-ESSNTLS;QB-BDL-STND-GEN4448;PCG-QBSTARTER-TRAINING;Bundle to Bundle Component Relationship,QB-TRN-ESSNTLS,,BundleComponent,,false,false,true,false,,,QB-BDL-STND-GEN4448,Bundle,,PCG-QBSTARTER-TRAINING-GEN4448;QB-BDL-STND-GEN4448,Bundle to Bundle Component Relationship,1,Proportional,Always,20,
QB-TRN-FUND;QB-BDL-STND-GEN4448;PCG-QBSTARTER-TRAINING;Bundle to Bundle Component Relationship,QB-TRN-FUND,,BundleComponent,,false,false,false,false,,,QB-BDL-STND-GEN4448,Bundle,,PCG-QBSTARTER-TRAINING-GEN4448;QB-BDL-STND-GEN4448,Bundle to Bundle Component Relationship,1,Proportional,Always,10,
QB-API;QB-COMPLETE-GEN4474;PCG-QB-SOFTWARE;Bundle to Bundle Component Relationship,QB-API,,BundleComponent,,false,false,false,true,,,QB-COMPLETE-GEN4474,Bundle,,PCG-QB-SOFTWARE-GEN4474;QB-COMPLETE-GEN4474,Bundle to Bundle Component Relationship,1,,Always,20,
QB-API-MGMT;QB-COMPLETE-GEN4474;PCG-QB-SOFTWARE;Bundle to Bundle Component Relationship,QB-API-MGMT,,BundleComponent,,false,false,true,true,,,QB-COMPLETE-GEN4474,Bundle,,PCG-QB-SOFTWARE-GEN4474;QB-COMPLETE-GEN4474,Bundle to Bundle Component Relationship,1,,Always,10,
QB-API-REQT;QB-COMPLETE-GEN4474;PCG-QB-SOFTWARE;Bundle to Bundle Component Relationship,QB-API-REQT,,BundleComponent,,false,false,true,true,,,QB-COMPLETE-GEN4474,Bundle,,PCG-QB-SOFTWARE-GEN4474;QB-COMPLETE-GEN4474,Bundle to Bundle Component Relationship,100,,Always,70,
QB-AUT-CRED;QB-COMPLETE-GEN4474;QB-PCG-USAGE;Bundle to Bundle Component Relationship,QB-AUT-CRED,,BundleComponent,,false,false,false,true,,,QB-COMPLETE-GEN4474,Bundle,,QB-PCG-USAGE-GEN4474;QB-COMPLETE-GEN4474,Bundle to Bundle Component Relationship,25,,Always,60,
QB-BDL-SRVC;QB-COMPLETE-GEN4474;PCG-QB-SERVICES;Bundle to Bundle Component Relationship,QB-BDL-SRVC,,BundleComponent,,false,false,false,false,,,QB-COMPLETE-GEN4474,Bundle,,PCG-QB-SERVICES-GEN4474;QB-COMPLETE-GEN4474,Bundle to Bundle Component Relationship,1,,Always,50,
QB-DB;QB-COMPLETE-GEN4474;QB-PCG-USAGE;Bundle to Bundle Component Relationship,QB-DB,,BundleComponent,,false,false,true,true,,,QB-COMPLETE-GEN4474,Bundle,,QB-PCG-USAGE-GEN4474;QB-COMPLETE-GEN4474,Bundle to Bundle Component Relationship,1,,Always,5,
QB-FLO-STRT;QB-COMPLETE-GEN4474;QB-PCG-USAGE;Bundle to Bundle Component Relationship,QB-FLO-STRT,,BundleComponent,,false,false,false,true,,,QB-COMPLETE-GEN4474,Bundle,,QB-PCG-USAGE-GEN4474;QB-COMPLETE-GEN4474,Bundle to Bundle Component Relationship,5,,Always,40,
QB-MSG-STRT;QB-COMPLETE-GEN4474;QB-PCG-USAGE;Bundle to Bundle Component Relationship,QB-MSG-STRT,,BundleComponent,,false,false,false,true,,,QB-COMPLETE-GEN4474,Bundle,,QB-PCG-USAGE-GEN4474;QB-COMPLETE-GEN4474,Bundle to Bundle Component Relationship,5,,Always,30,
QB-SRV-OG-PSH;QB-COMPLETE-GEN4474;PCG-QB-SERVICES;Bundle to Bundle Component Relationship,QB-SRV-OG-PSH,,BundleComponent,,false,false,true,true,,,QB-COMPLETE-GEN4474,Bundle,,PCG-QB-SERVICES-GEN4474;QB-COMPLETE-GEN4474,Bundle to Bundle Component Relationship,250,,Always,10,
QB-SRV-SOW;QB-COMPLETE-GEN4474;PCG-QB-SERVICES;Bundle to Bundle Component Relationship,QB-SRV-SOW,,BundleComponent,,true,false,false,false,,,QB-COMPLETE-GEN4474,Bundle,,PCG-QB-SERVICES-GEN4474;QB-COMPLETE-GEN4474,Bundle to Bundle Component Relationship,1,Proportional,Always,20,
QB-SUPP-2000;QB-COMPLETE-GEN4474;PCG-QB-MAINT;Bundle to Bundle Component Relationship,QB-SUPP-2000,,BundleComponent,,false,false,false,false,,,QB-COMPLETE-GEN4474,Bundle,,PCG-QB-MAINT-GEN4474;QB-COMPLETE-GEN4474,Bundle to Bundle Component Relationship,1,Constant,Always,40,
QB-TRN-ESSNTLS;QB-COMPLETE-GEN4474;PCG-QB-TRAINING;Bundle to Bundle Component Relationship,QB-TRN-ESSNTLS,,BundleComponent,,false,false,false,false,,,QB-COMPLETE-GEN4474,Bundle,,PCG-QB-TRAINING-GEN4474;QB-COMPLETE-GEN4474,Bundle to Bundle Component Relationship,1,Proportional,Always,10,
QB-TRN-FUND;QB-COMPLETE-GEN4474;PCG-QB-TRAINING;Bundle to Bundle Component Relationship,QB-TRN-FUND,,BundleComponent,,false,false,false,false,,,QB-COMPLETE-GEN4474,Bundle,,PCG-QB-TRAINING-GEN4474;QB-COMPLETE-GEN4474,Bundle to Bundle Component Relationship,1,Proportional,Always,20,
QB-CBOOST-150;QB-QRack-750-GEN4553;I/O;Bundle to Bundle Component Relationship,QB-CBOOST-150,,BundleComponent,,false,false,false,true,,,QB-QRack-750-GEN4553,Bundle,,I/O-GEN4553;QB-QRack-750-GEN4553,Bundle to Bundle Component Relationship,1,,Always,3,
QB-CPU-HEATSINK;QB-QRack-750-GEN4553;Cooling;Bundle to Bundle Component Relationship,QB-CPU-HEATSINK,,BundleComponent,,false,false,true,true,2,1,QB-QRack-750-GEN4553,Bundle,,Cooling-GEN4553;QB-QRack-750-GEN4553,Bundle to Bundle Component Relationship,1,,Always,1,
QB-HD 1.2TB;QB-QRack-750-GEN4553;Hard Drives;Bundle to Bundle Component Relationship,QB-HD 1.2TB,,BundleComponent,,false,false,false,true,,,QB-QRack-750-GEN4553,Bundle,,Hard Drives-GEN4553;QB-QRack-750-GEN4553,Bundle to Bundle Component Relationship,1,,Always,5,
QB-HD 1TB;QB-QRack-750-GEN4553;Hard Drives;Bundle to Bundle Component Relationship,QB-HD 1TB,,BundleComponent,,false,false,false,true,,,QB-QRack-750-GEN4553,Bundle,,Hard Drives-GEN4553;QB-QRack-750-GEN4553,Bundle to Bundle Component Relationship,1,,Always,1,
QB-HD 20TB;QB-QRack-750-GEN4553;Hard Drives;Bundle to Bundle Component Relationship,QB-HD 20TB,,BundleComponent,,false,false,false,true,,,QB-QRack-750-GEN4553,Bundle,,Hard Drives-GEN4553;QB-QRack-750-GEN4553,Bundle to Bundle Component Relationship,1,,Always,4,
QB-HD 3TB;QB-QRack-750-GEN4553;Hard Drives;Bundle to Bundle Component Relationship,QB-HD 3TB,,BundleComponent,,false,false,false,true,,,QB-QRack-750-GEN4553,Bundle,,Hard Drives-GEN4553;QB-QRack-750-GEN4553,Bundle to Bundle Component Relationship,1,,Always,6,
QB-HD 4TB;QB-QRack-750-GEN4553;Hard Drives;Bundle to Bundle Component Relationship,QB-HD 4TB,,BundleComponent,,false,false,false,true,,,QB-QRack-750-GEN4553,Bundle,,Hard Drives-GEN4553;QB-QRack-750-GEN4553,Bundle to Bundle Component Relationship,1,,Always,2,
QB-HD 8TB;QB-QRack-750-GEN4553;Hard Drives;Bundle to Bundle Component Relationship,QB-HD 8TB,,BundleComponent,,false,false,false,true,,,QB-QRack-750-GEN4553,Bundle,,Hard Drives-GEN4553;QB-QRack-750-GEN4553,Bundle to Bundle Component Relationship,1,,Always,3,
QB-INTEL-GOLD-5318N;QB-QRack-750-GEN4553;Processor;Bundle to Bundle Component Relationship,QB-INTEL-GOLD-5318N,,BundleComponent,,false,false,false,true,2,,QB-QRack-750-GEN4553,Bundle,,Processor-GEN4553;QB-QRack-750-GEN4553,Bundle to Bundle Component Relationship,1,,Always,2,EACH
QB-INTEL-GOLD-6330N;QB-QRack-750-GEN4553;Processor;Bundle to Bundle Component Relationship,QB-INTEL-GOLD-6330N,,BundleComponent,,false,false,false,true,2,,QB-QRack-750-GEN4553,Bundle,,Processor-GEN4553;QB-QRack-750-GEN4553,Bundle to Bundle Component Relationship,1,,Always,3,EACH
QB-INTEL-GOLD-6354;QB-QRack-750-GEN4553;Processor;Bundle to Bundle Component Relationship,QB-INTEL-GOLD-6354,,BundleComponent,,false,false,false,true,2,,QB-QRack-750-GEN4553,Bundle,,Processor-GEN4553;QB-QRack-750-GEN4553,Bundle to Bundle Component Relationship,1,,Always,1,EACH
QB-INTEL-PLAT-8352M;QB-QRack-750-GEN4553;Processor;Bundle to Bundle Component Relationship,QB-INTEL-PLAT-8352M,,BundleComponent,,false,false,false,true,2,,QB-QRack-750-GEN4553,Bundle,,Processor-GEN4553;QB-QRack-750-GEN4553,Bundle to Bundle Component Relationship,1,,Always,5,EACH
QB-INTEL-PLAT-8352Y;QB-QRack-750-GEN4553;Processor;Bundle to Bundle Component Relationship,QB-INTEL-PLAT-8352Y,,BundleComponent,,false,false,false,true,2,,QB-QRack-750-GEN4553,Bundle,,Processor-GEN4553;QB-QRack-750-GEN4553,Bundle to Bundle Component Relationship,1,,Always,4,EACH
QB-INTEL-PLAT-8360Y;QB-QRack-750-GEN4553;Processor;Bundle to Bundle Component Relationship,QB-INTEL-PLAT-8360Y,,BundleComponent,,false,false,false,true,2,,QB-QRack-750-GEN4553,Bundle,,Processor-GEN4553;QB-QRack-750-GEN4553,Bundle to Bundle Component Relationship,1,,Always,6,EACH
QB-INTEL-PLAT-8368;QB-QRack-750-GEN4553;Processor;Bundle to Bundle Component Relationship,QB-INTEL-PLAT-8368,,BundleComponent,,false,false,false,true,2,,QB-QRack-750-GEN4553,Bundle,,Processor-GEN4553;QB-QRack-750-GEN4553,Bundle to Bundle Component Relationship,1,,Always,7,EACH
QB-LIQUIDCOOL;QB-QRack-750-GEN4553;Cooling;Bundle to Bundle Component Relationship,QB-LIQUIDCOOL,,BundleComponent,,false,false,false,true,,,QB-QRack-750-GEN4553,Bundle,,Cooling-GEN4553;QB-QRack-750-GEN4553,Bundle to Bundle Component Relationship,1,,Always,2,
QB-MEM 128GB;QB-QRack-750-GEN4553;Memory;Bundle to Bundle Component Relationship,QB-MEM 128GB,,BundleComponent,,false,false,false,true,,,QB-QRack-750-GEN4553,Bundle,,Memory-GEN4553;QB-QRack-750-GEN4553,Bundle to Bundle Component Relationship,1,,Always,5,
QB-MEM 16GB;QB-QRack-750-GEN4553;Memory;Bundle to Bundle Component Relationship,QB-MEM 16GB,,BundleComponent,,false,false,false,true,,,QB-QRack-750-GEN4553,Bundle,,Memory-GEN4553;QB-QRack-750-GEN4553,Bundle to Bundle Component Relationship,1,,Always,2,
QB-MEM 32GB;QB-QRack-750-GEN4553;Memory;Bundle to Bundle Component Relationship,QB-MEM 32GB,,BundleComponent,,false,false,true,true,,,QB-QRack-750-GEN4553,Bundle,,Memory-GEN4553;QB-QRack-750-GEN4553,Bundle to Bundle Component Relationship,1,,Always,3,
QB-MEM 64GB;QB-QRack-750-GEN4553;Memory;Bundle to Bundle Component Relationship,QB-MEM 64GB,,BundleComponent,,false,false,false,true,,,QB-QRack-750-GEN4553,Bundle,,Memory-GEN4553;QB-QRack-750-GEN4553,Bundle to Bundle Component Relationship,1,,Always,4,
QB-MEM 8GB;QB-QRack-750-GEN4553;Memory;Bundle to Bundle Component Relationship,QB-MEM 8GB,,BundleComponent,,false,false,false,true,,,QB-QRack-750-GEN4553,Bundle,,Memory-GEN4553;QB-QRack-750-GEN4553,Bundle to Bundle Component Relationship,1,,Always,1,
QB-NET-100G-ULTRA;QB-QRack-750-GEN4553;Networking;Bundle to Bundle Component Relationship,QB-NET-100G-ULTRA,,BundleComponent,,false,false,false,true,,,QB-QRack-750-GEN4553,Bundle,,Networking-GEN4553;QB-QRack-750-GEN4553,Bundle to Bundle Component Relationship,1,,Always,3,
QB-NET-10G;QB-QRack-750-GEN4553;Networking;Bundle to Bundle Component Relationship,QB-NET-10G,,BundleComponent,,false,false,false,true,,,QB-QRack-750-GEN4553,Bundle,,Networking-GEN4553;QB-QRack-750-GEN4553,Bundle to Bundle Component Relationship,1,,Always,1,
QB-NET-25G;QB-QRack-750-GEN4553;Networking;Bundle to Bundle Component Relationship,QB-NET-25G,,BundleComponent,,false,false,false,true,,,QB-QRack-750-GEN4553,Bundle,,Networking-GEN4553;QB-QRack-750-GEN4553,Bundle to Bundle Component Relationship,1,,Always,2,
QB-NETSECURE-10G;QB-QRack-750-GEN4553;Networking;Bundle to Bundle Component Relationship,QB-NETSECURE-10G,,BundleComponent,,false,false,false,true,,,QB-QRack-750-GEN4553,Bundle,,Networking-GEN4553;QB-QRack-750-GEN4553,Bundle to Bundle Component Relationship,1,,Always,4,
QB-NovaX150;QB-QRack-750-GEN4553;GPUs;Bundle to Bundle Component Relationship,QB-NovaX150,,BundleComponent,,false,false,false,true,,,QB-QRack-750-GEN4553,Bundle,,GPUs-GEN4553;QB-QRack-750-GEN4553,Bundle to Bundle Component Relationship,1,,Always,1,
QB-NVExpand-200;QB-QRack-750-GEN4553;I/O;Bundle to Bundle Component Relationship,QB-NVExpand-200,,BundleComponent,,false,false,false,true,,,QB-QRack-750-GEN4553,Bundle,,I/O-GEN4553;QB-QRack-750-GEN4553,Bundle to Bundle Component Relationship,1,,Always,2,
QB-PWRCORE-1600S;QB-QRack-750-GEN4553;Power Supply;Bundle to Bundle Component Relationship,QB-PWRCORE-1600S,,BundleComponent,,false,false,false,false,,,QB-QRack-750-GEN4553,Bundle,,Power Supply-GEN4553;QB-QRack-750-GEN4553,Bundle to Bundle Component Relationship,1,Proportional,Always,3,
QB-PWRCORE-500S;QB-QRack-750-GEN4553;Power Supply;Bundle to Bundle Component Relationship,QB-PWRCORE-500S,,BundleComponent,,false,false,false,false,,,QB-QRack-750-GEN4553,Bundle,,Power Supply-GEN4553;QB-QRack-750-GEN4553,Bundle to Bundle Component Relationship,1,Proportional,Always,1,
QB-PWRCORE-800S;QB-QRack-750-GEN4553;Power Supply;Bundle to Bundle Component Relationship,QB-PWRCORE-800S,,BundleComponent,,false,false,false,false,,,QB-QRack-750-GEN4553,Bundle,,Power Supply-GEN4553;QB-QRack-750-GEN4553,Bundle to Bundle Component Relationship,1,Proportional,Always,2,
QB-PWRSAFE-1000D;QB-QRack-750-GEN4553;Power Supply;Bundle to Bundle Component Relationship,QB-PWRSAFE-1000D,,BundleComponent,,false,false,false,false,,,QB-QRack-750-GEN4553,Bundle,,Power Supply-GEN4553;QB-QRack-750-GEN4553,Bundle to Bundle Component Relationship,1,Proportional,Always,5,
QB-PWRSAFE-2000D;QB-QRack-750-GEN4553;Power Supply;Bundle to Bundle Component Relationship,QB-PWRSAFE-2000D,,BundleComponent,,false,false,true,false,,,QB-QRack-750-GEN4553,Bundle,,Power Supply-GEN4553;QB-QRack-750-GEN4553,Bundle to Bundle Component Relationship,1,Proportional,Always,6,
QB-PWRSAFE-600D;QB-QRack-750-GEN4553;Power Supply;Bundle to Bundle Component Relationship,QB-PWRSAFE-600D,,BundleComponent,,false,false,false,false,,,QB-QRack-750-GEN4553,Bundle,,Power Supply-GEN4553;QB-QRack-750-GEN4553,Bundle to Bundle Component Relationship,1,Proportional,Always,4,
QB-RAID-500;QB-QRack-750-GEN4553;I/O;Bundle to Bundle Component Relationship,QB-RAID-500,,BundleComponent,,false,false,false,true,,,QB-QRack-750-GEN4553,Bundle,,I/O-GEN4553;QB-QRack-750-GEN4553,Bundle to Bundle Component Relationship,1,,Always,1,
QB-SSD 16TB;QB-QRack-750-GEN4553;Solid State Drives;Bundle to Bundle Component Relationship,QB-SSD 16TB,,BundleComponent,,false,false,false,true,,,QB-QRack-750-GEN4553,Bundle,,Solid State Drives-GEN4553;QB-QRack-750-GEN4553,Bundle to Bundle Component Relationship,1,,Always,4,
QB-SSD 2TB;QB-QRack-750-GEN4553;Solid State Drives;Bundle to Bundle Component Relationship,QB-SSD 2TB,,BundleComponent,,false,false,false,true,,,QB-QRack-750-GEN4553,Bundle,,Solid State Drives-GEN4553;QB-QRack-750-GEN4553,Bundle to Bundle Component Relationship,1,,Always,1,
QB-SSD 30TB;QB-QRack-750-GEN4553;Solid State Drives;Bundle to Bundle Component Relationship,QB-SSD 30TB,,BundleComponent,,false,false,false,true,,,QB-QRack-750-GEN4553,Bundle,,Solid State Drives-GEN4553;QB-QRack-750-GEN4553,Bundle to Bundle Component Relationship,1,,Always,5,
QB-SSD 4TB;QB-QRack-750-GEN4553;Solid State Drives;Bundle to Bundle Component Relationship,QB-SSD 4TB,,BundleComponent,,false,false,false,true,,,QB-QRack-750-GEN4553,Bundle,,Solid State Drives-GEN4553;QB-QRack-750-GEN4553,Bundle to Bundle Component Relationship,1,,Always,2,
QB-SSD 8TB;QB-QRack-750-GEN4553;Solid State Drives;Bundle to Bundle Component Relationship,QB-SSD 8TB,,BundleComponent,,false,false,false,true,,,QB-QRack-750-GEN4553,Bundle,,Solid State Drives-GEN4553;QB-QRack-750-GEN4553,Bundle to Bundle Component Relationship,1,,Always,3,
QB-VegaX200;QB-QRack-750-GEN4553;GPUs;Bundle to Bundle Component Relationship,QB-VegaX200,,BundleComponent,,false,false,false,true,,,QB-QRack-750-GEN4553,Bundle,,GPUs-GEN4553;QB-QRack-750-GEN4553,Bundle to Bundle Component Relationship,1,,Always,2,
QB-BET X710SFP;QB-BDL-R750-GEN4609;PCG-QB-SRV-NIC;Bundle to Bundle Component Relationship,QB-BET X710SFP,,BundleComponent,,true,false,false,false,,,QB-BDL-R750-GEN4609,Bundle,,PCG-QB-SRV-NIC-GEN4609;QB-BDL-R750-GEN4609,Bundle to Bundle Component Relationship,1,Proportional,Always,2,
