$$AttributeDefinition.Code$Product2.StockKeepingUnit,AttributeCategory.Code,AttributeDefinition.Code,AttributeNameOverride,DefaultValue,Description,DisplayType,HelpText,IsHidden,IsPriceImpacting,IsReadOnly,IsRequired,MaximumCharacterCount,MaximumValue,MinimumCharacterCount,MinimumValue,Name,OverriddenProductAttributeDefinition.$$AttributeDefinition.Code$Product2.StockKeepingUnit,Product2.StockKeepingUnit,ProductClassificationAttribute.$$ProductClassification.Code$AttributeDefinition.Code$AttributeCategory.Code,Sequence,Status,StepValue,UnitOfMeasure.UnitCode,ValueDescription
ATTR-QB-API;QB-API-GEN2630,AC-QB-API,ATTR-QB-API,Type,Flex,,RadioButton,,false,true,false,false,,,,,Type,,QB-API-GEN2630,PC-QB-API;ATTR-QB-API;AC-QB-API,1,Active,,,
ATTR-QB-DATASTORAGE;QB-HD 1.2TB-GEN2698,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,1TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-HD 1.2TB-GEN2698,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-HD 1TB-GEN2699,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,1TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-HD 1TB-GEN2699,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-HD 20TB-GEN2700,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,20TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-HD 20TB-GEN2700,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-HD 3TB-GEN2701,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,3TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-HD 3TB-GEN2701,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-HD 4TB-GEN2702,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,4TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-HD 4TB-GEN2702,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-HD 8TB-GEN2703,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,8TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-HD 8TB-GEN2703,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
PCIe Lane Type;QB-NET-100G-ULTRA-GEN2728,PCIe Lane,PCIe Lane Type,PCIe Lane Type,x16,,,,false,false,false,false,,,,,PCIe Lane Type,,QB-NET-100G-ULTRA-GEN2728,PCIe PC;PCIe Lane Type;PCIe Lane,,Active,,,
PCIe Lane Type;QB-NovaX150-GEN2733,PCIe Lane,PCIe Lane Type,PCIe Lane Type,x16,,,,false,false,false,false,,,,,PCIe Lane Type,,QB-NovaX150-GEN2733,PCIe PC;PCIe Lane Type;PCIe Lane,,Active,,,
PCIe Lane Type;QB-NVExpand-200-GEN2734,PCIe Lane,PCIe Lane Type,PCIe Lane Type,x16,,,,false,false,false,false,,,,,PCIe Lane Type,,QB-NVExpand-200-GEN2734,PCIe PC;PCIe Lane Type;PCIe Lane,,Active,,,
PCIe Lane Type;QB-RAID-500-GEN2751,PCIe Lane,PCIe Lane Type,PCIe Lane Type,x16,,,,false,false,false,false,,,,,PCIe Lane Type,,QB-RAID-500-GEN2751,PCIe PC;PCIe Lane Type;PCIe Lane,,Active,,,
ATTR-QB-DATASTORAGE;QB-SSD 16TB-GEN2769,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,16TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-SSD 16TB-GEN2769,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-SSD 2TB-GEN2770,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,2TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-SSD 2TB-GEN2770,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-SSD 30TB-GEN2771,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,30TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-SSD 30TB-GEN2771,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-SSD 4TB-GEN2772,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,4TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-SSD 4TB-GEN2772,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-SSD 8TB-GEN2773,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,8TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-SSD 8TB-GEN2773,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
PCIe Lane Type;QB-VegaX200-GEN2782,PCIe Lane,PCIe Lane Type,PCIe Lane Type,x16,,,,false,false,false,false,,,,,PCIe Lane Type,,QB-VegaX200-GEN2782,PCIe PC;PCIe Lane Type;PCIe Lane,,Active,,,
ATTR-QB-API;QB-API-GEN2794,AC-QB-API,ATTR-QB-API,Type,Flex,,RadioButton,,false,true,false,false,,,,,Type,,QB-API-GEN2794,PC-QB-API;ATTR-QB-API;AC-QB-API,1,Active,,,
ATTR-QB-DATASTORAGE;QB-HD 1.2TB-GEN2862,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,1TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-HD 1.2TB-GEN2862,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-HD 1TB-GEN2863,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,1TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-HD 1TB-GEN2863,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-HD 20TB-GEN2864,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,20TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-HD 20TB-GEN2864,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-HD 3TB-GEN2865,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,3TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-HD 3TB-GEN2865,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-HD 4TB-GEN2866,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,4TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-HD 4TB-GEN2866,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-HD 8TB-GEN2867,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,8TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-HD 8TB-GEN2867,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
PCIe Lane Type;QB-NET-100G-ULTRA-GEN2892,PCIe Lane,PCIe Lane Type,PCIe Lane Type,x16,,,,false,false,false,false,,,,,PCIe Lane Type,,QB-NET-100G-ULTRA-GEN2892,PCIe PC;PCIe Lane Type;PCIe Lane,,Active,,,
PCIe Lane Type;QB-NovaX150-GEN2897,PCIe Lane,PCIe Lane Type,PCIe Lane Type,x16,,,,false,false,false,false,,,,,PCIe Lane Type,,QB-NovaX150-GEN2897,PCIe PC;PCIe Lane Type;PCIe Lane,,Active,,,
PCIe Lane Type;QB-NVExpand-200-GEN2898,PCIe Lane,PCIe Lane Type,PCIe Lane Type,x16,,,,false,false,false,false,,,,,PCIe Lane Type,,QB-NVExpand-200-GEN2898,PCIe PC;PCIe Lane Type;PCIe Lane,,Active,,,
PCIe Lane Type;QB-RAID-500-GEN2915,PCIe Lane,PCIe Lane Type,PCIe Lane Type,x16,,,,false,false,false,false,,,,,PCIe Lane Type,,QB-RAID-500-GEN2915,PCIe PC;PCIe Lane Type;PCIe Lane,,Active,,,
ATTR-QB-DATASTORAGE;QB-SSD 16TB-GEN2933,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,16TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-SSD 16TB-GEN2933,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-SSD 2TB-GEN2934,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,2TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-SSD 2TB-GEN2934,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-SSD 30TB-GEN2935,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,30TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-SSD 30TB-GEN2935,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-SSD 4TB-GEN2936,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,4TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-SSD 4TB-GEN2936,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-SSD 8TB-GEN2937,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,8TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-SSD 8TB-GEN2937,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
PCIe Lane Type;QB-VegaX200-GEN2946,PCIe Lane,PCIe Lane Type,PCIe Lane Type,x16,,,,false,false,false,false,,,,,PCIe Lane Type,,QB-VegaX200-GEN2946,PCIe PC;PCIe Lane Type;PCIe Lane,,Active,,,
ATTR-QB-API;QB-API-GEN2958,AC-QB-API,ATTR-QB-API,Type,Flex,,RadioButton,,false,true,false,false,,,,,Type,,QB-API-GEN2958,PC-QB-API;ATTR-QB-API;AC-QB-API,1,Active,,,
ATTR-QB-DATASTORAGE;QB-HD 1.2TB-GEN3026,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,1TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-HD 1.2TB-GEN3026,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-HD 1TB-GEN3027,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,1TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-HD 1TB-GEN3027,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-HD 20TB-GEN3028,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,20TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-HD 20TB-GEN3028,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-HD 3TB-GEN3029,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,3TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-HD 3TB-GEN3029,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-HD 4TB-GEN3030,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,4TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-HD 4TB-GEN3030,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-HD 8TB-GEN3031,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,8TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-HD 8TB-GEN3031,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
PCIe Lane Type;QB-NET-100G-ULTRA-GEN3056,PCIe Lane,PCIe Lane Type,PCIe Lane Type,x16,,,,false,false,false,false,,,,,PCIe Lane Type,,QB-NET-100G-ULTRA-GEN3056,PCIe PC;PCIe Lane Type;PCIe Lane,,Active,,,
PCIe Lane Type;QB-NovaX150-GEN3061,PCIe Lane,PCIe Lane Type,PCIe Lane Type,x16,,,,false,false,false,false,,,,,PCIe Lane Type,,QB-NovaX150-GEN3061,PCIe PC;PCIe Lane Type;PCIe Lane,,Active,,,
PCIe Lane Type;QB-NVExpand-200-GEN3062,PCIe Lane,PCIe Lane Type,PCIe Lane Type,x16,,,,false,false,false,false,,,,,PCIe Lane Type,,QB-NVExpand-200-GEN3062,PCIe PC;PCIe Lane Type;PCIe Lane,,Active,,,
PCIe Lane Type;QB-RAID-500-GEN3079,PCIe Lane,PCIe Lane Type,PCIe Lane Type,x16,,,,false,false,false,false,,,,,PCIe Lane Type,,QB-RAID-500-GEN3079,PCIe PC;PCIe Lane Type;PCIe Lane,,Active,,,
ATTR-QB-DATASTORAGE;QB-SSD 16TB-GEN3097,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,16TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-SSD 16TB-GEN3097,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-SSD 2TB-GEN3098,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,2TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-SSD 2TB-GEN3098,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-SSD 30TB-GEN3099,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,30TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-SSD 30TB-GEN3099,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-SSD 4TB-GEN3100,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,4TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-SSD 4TB-GEN3100,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-SSD 8TB-GEN3101,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,8TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-SSD 8TB-GEN3101,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
PCIe Lane Type;QB-VegaX200-GEN3110,PCIe Lane,PCIe Lane Type,PCIe Lane Type,x16,,,,false,false,false,false,,,,,PCIe Lane Type,,QB-VegaX200-GEN3110,PCIe PC;PCIe Lane Type;PCIe Lane,,Active,,,
ATTR-QB-API;QB-API-GEN3122,AC-QB-API,ATTR-QB-API,Type,Flex,,RadioButton,,false,true,false,false,,,,,Type,,QB-API-GEN3122,PC-QB-API;ATTR-QB-API;AC-QB-API,1,Active,,,
ATTR-QB-DATASTORAGE;QB-HD 1.2TB-GEN3190,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,1TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-HD 1.2TB-GEN3190,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-HD 1TB-GEN3191,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,1TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-HD 1TB-GEN3191,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-HD 20TB-GEN3192,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,20TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-HD 20TB-GEN3192,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-HD 3TB-GEN3193,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,3TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-HD 3TB-GEN3193,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-HD 4TB-GEN3194,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,4TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-HD 4TB-GEN3194,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-HD 8TB-GEN3195,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,8TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-HD 8TB-GEN3195,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
PCIe Lane Type;QB-NET-100G-ULTRA-GEN3220,PCIe Lane,PCIe Lane Type,PCIe Lane Type,x16,,,,false,false,false,false,,,,,PCIe Lane Type,,QB-NET-100G-ULTRA-GEN3220,PCIe PC;PCIe Lane Type;PCIe Lane,,Active,,,
PCIe Lane Type;QB-NovaX150-GEN3225,PCIe Lane,PCIe Lane Type,PCIe Lane Type,x16,,,,false,false,false,false,,,,,PCIe Lane Type,,QB-NovaX150-GEN3225,PCIe PC;PCIe Lane Type;PCIe Lane,,Active,,,
PCIe Lane Type;QB-NVExpand-200-GEN3226,PCIe Lane,PCIe Lane Type,PCIe Lane Type,x16,,,,false,false,false,false,,,,,PCIe Lane Type,,QB-NVExpand-200-GEN3226,PCIe PC;PCIe Lane Type;PCIe Lane,,Active,,,
PCIe Lane Type;QB-RAID-500-GEN3243,PCIe Lane,PCIe Lane Type,PCIe Lane Type,x16,,,,false,false,false,false,,,,,PCIe Lane Type,,QB-RAID-500-GEN3243,PCIe PC;PCIe Lane Type;PCIe Lane,,Active,,,
ATTR-QB-DATASTORAGE;QB-SSD 16TB-GEN3261,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,16TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-SSD 16TB-GEN3261,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-SSD 2TB-GEN3262,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,2TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-SSD 2TB-GEN3262,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-SSD 30TB-GEN3263,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,30TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-SSD 30TB-GEN3263,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-SSD 4TB-GEN3264,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,4TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-SSD 4TB-GEN3264,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-SSD 8TB-GEN3265,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,8TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-SSD 8TB-GEN3265,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
PCIe Lane Type;QB-VegaX200-GEN3274,PCIe Lane,PCIe Lane Type,PCIe Lane Type,x16,,,,false,false,false,false,,,,,PCIe Lane Type,,QB-VegaX200-GEN3274,PCIe PC;PCIe Lane Type;PCIe Lane,,Active,,,
ATTR-QB-API;QB-API-GEN3286,AC-QB-API,ATTR-QB-API,Type,Flex,,RadioButton,,false,true,false,false,,,,,Type,,QB-API-GEN3286,PC-QB-API;ATTR-QB-API;AC-QB-API,1,Active,,,
ATTR-QB-DATASTORAGE;QB-HD 1.2TB-GEN3354,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,1TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-HD 1.2TB-GEN3354,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-HD 1TB-GEN3355,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,1TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-HD 1TB-GEN3355,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-HD 20TB-GEN3356,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,20TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-HD 20TB-GEN3356,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-HD 3TB-GEN3357,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,3TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-HD 3TB-GEN3357,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-HD 4TB-GEN3358,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,4TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-HD 4TB-GEN3358,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-HD 8TB-GEN3359,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,8TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-HD 8TB-GEN3359,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
PCIe Lane Type;QB-NET-100G-ULTRA-GEN3384,PCIe Lane,PCIe Lane Type,PCIe Lane Type,x16,,,,false,false,false,false,,,,,PCIe Lane Type,,QB-NET-100G-ULTRA-GEN3384,PCIe PC;PCIe Lane Type;PCIe Lane,,Active,,,
PCIe Lane Type;QB-NovaX150-GEN3389,PCIe Lane,PCIe Lane Type,PCIe Lane Type,x16,,,,false,false,false,false,,,,,PCIe Lane Type,,QB-NovaX150-GEN3389,PCIe PC;PCIe Lane Type;PCIe Lane,,Active,,,
PCIe Lane Type;QB-NVExpand-200-GEN3390,PCIe Lane,PCIe Lane Type,PCIe Lane Type,x16,,,,false,false,false,false,,,,,PCIe Lane Type,,QB-NVExpand-200-GEN3390,PCIe PC;PCIe Lane Type;PCIe Lane,,Active,,,
PCIe Lane Type;QB-RAID-500-GEN3407,PCIe Lane,PCIe Lane Type,PCIe Lane Type,x16,,,,false,false,false,false,,,,,PCIe Lane Type,,QB-RAID-500-GEN3407,PCIe PC;PCIe Lane Type;PCIe Lane,,Active,,,
ATTR-QB-DATASTORAGE;QB-SSD 16TB-GEN3425,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,16TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-SSD 16TB-GEN3425,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-SSD 2TB-GEN3426,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,2TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-SSD 2TB-GEN3426,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-SSD 30TB-GEN3427,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,30TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-SSD 30TB-GEN3427,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-SSD 4TB-GEN3428,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,4TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-SSD 4TB-GEN3428,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-SSD 8TB-GEN3429,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,8TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-SSD 8TB-GEN3429,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
PCIe Lane Type;QB-VegaX200-GEN3438,PCIe Lane,PCIe Lane Type,PCIe Lane Type,x16,,,,false,false,false,false,,,,,PCIe Lane Type,,QB-VegaX200-GEN3438,PCIe PC;PCIe Lane Type;PCIe Lane,,Active,,,
ATTR-QB-API;QB-API-GEN3450,AC-QB-API,ATTR-QB-API,Type,Flex,,RadioButton,,false,true,false,false,,,,,Type,,QB-API-GEN3450,PC-QB-API;ATTR-QB-API;AC-QB-API,1,Active,,,
ATTR-QB-DATASTORAGE;QB-HD 1.2TB-GEN3518,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,1TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-HD 1.2TB-GEN3518,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-HD 1TB-GEN3519,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,1TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-HD 1TB-GEN3519,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-HD 20TB-GEN3520,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,20TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-HD 20TB-GEN3520,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-HD 3TB-GEN3521,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,3TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-HD 3TB-GEN3521,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
ATTR-QB-DATASTORAGE;QB-HD 4TB-GEN3522,AC-QB-STORAGE,ATTR-QB-DATASTORAGE,Data Storage,4TB,,,,false,false,false,false,,,,,HDD_Storage,,QB-HD 4TB-GEN3522,PC-QB-STORAGE;ATTR-QB-DATASTORAGE;AC-QB-STORAGE,,Active,,,
